cluster1338rr.1to1ortho.fa.aln-cln_gene1144.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",78.9,0.006561473
cluster1343rr.1to1ortho.fa.aln-cln_gene1222.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",90.1,0.016122838
cluster1349rr.1to1ortho.fa.aln-cln_gene1128.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",82.5,0.012555056
cluster1386rr.1to1ortho.fa.aln-cln_gene67.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",93.1,0.014412694
cluster1391rr.1to1ortho.fa.aln-cln_gene681.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",97.5,0.022116112
cluster1395rr.1to1ortho.fa.aln-cln_gene533.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",51.3,0.01075738
cluster1414rr.1to1ortho.fa.aln-cln_gene1025.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",94.3,0.012090016
cluster1420rr.1to1ortho.fa.aln-cln_gene910.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",19.8,0.005535881
cluster1468rr.1to1ortho.fa.aln-cln_gene955.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",22.2,0.002996552
cluster1491rr.1to1ortho.fa.aln-cln_gene283.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",79.7,0.016220333
cluster1494rr.1to1ortho.fa.aln-cln_gene215.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",3.3,0.008031122
cluster1523rr.1to1ortho.fa.aln-cln_gene37.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",88,0.011938144
cluster1539rr.1to1ortho.fa.aln-cln_gene12.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",42.3,0.012409756
cluster1541rr.1to1ortho.fa.aln-cln_gene1235.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",89.3,0.012802304
cluster1550rr.1to1ortho.fa.aln-cln_gene495.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",86.9,0.008929309
cluster1551rr.1to1ortho.fa.aln-cln_gene237.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",81,0.010465118
cluster1552rr.1to1ortho.fa.aln-cln_gene171.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",42.7,0.013532439
cluster1567rr.1to1ortho.fa.aln-cln_gene1057.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",94.6,0.03958152
cluster1576rr.1to1ortho.fa.aln-cln_gene666.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",70.7,0.008517096
cluster1580rr.1to1ortho.fa.aln-cln_gene1083.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",47.2,0.007673037
cluster1592rr.1to1ortho.fa.aln-cln_gene138.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",90.6,0.01390748
cluster1593rr.1to1ortho.fa.aln-cln_gene948.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",86.5,0.014247769
cluster1601rr.1to1ortho.fa.aln-cln_gene865.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",10.9,0.009909605
cluster1619rr.1to1ortho.fa.aln-cln_gene98.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",14.4,0.005520032
cluster1631rr.1to1ortho.fa.aln-cln_gene458.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",60.3,0.00763096
cluster1633rr.1to1ortho.fa.aln-cln_gene100.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",92.6,0.014557324
cluster1634rr.1to1ortho.fa.aln-cln_gene48.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",88,0.015320021
cluster1638rr.1to1ortho.fa.aln-cln_gene373.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",31.9,0.004322661
cluster1641rr.1to1ortho.fa.aln-cln_gene885.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",33.3,0.01406755
cluster1649rr.1to1ortho.fa.aln-cln_gene723.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",19.2,0.005465478
cluster1653rr.1to1ortho.fa.aln-cln_gene1126.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",81.5,0.010593701
cluster1671rr.1to1ortho.fa.aln-cln_gene1120.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",60.6,0.014816994
cluster1673rr.1to1ortho.fa.aln-cln_gene780.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",12.4,0.005920688
cluster1680rr.1to1ortho.fa.aln-cln_gene59.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",47,0.00739173
cluster1686rr.1to1ortho.fa.aln-cln_gene193.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",90.4,0.012760118
cluster1731rr.1to1ortho.fa.aln-cln_gene558.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",23.6,0.003420616
cluster1739rr.1to1ortho.fa.aln-cln_gene317.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",87.9,0.019816861
cluster1800rr.1to1ortho.fa.aln-cln_gene717.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",85,0.024470628
cluster1813rr.1to1ortho.fa.aln-cln_gene796.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",82.4,0.011765337
cluster1814rr.1to1ortho.fa.aln-cln_gene597.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",93.6,0.02031581
cluster181rr.1to1ortho.fa.aln-cln_gene324.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",6.9,0.008710235
cluster1820rr.1to1ortho.fa.aln-cln_gene164.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",84.8,0.01329714
cluster1826rr.1to1ortho.fa.aln-cln_gene1020.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",68,0.008210716
cluster1847rr.1to1ortho.fa.aln-cln_gene915.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",87.9,0.015749522
cluster1853rr.1to1ortho.fa.aln-cln_gene432.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",26.4,0.008530276
cluster1863rr.1to1ortho.fa.aln-cln_gene878.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",88.8,0.025146979
cluster1881rr.1to1ortho.fa.aln-cln_gene1099.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",31.7,0.004181194
cluster1885rr.1to1ortho.fa.aln-cln_gene628.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",91.7,0.020878933
cluster1889rr.1to1ortho.fa.aln-cln_gene604.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",57.8,0.014446131
cluster1911rr.1to1ortho.fa.aln-cln_gene117.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",89.3,0.013496313
cluster1916rr.1to1ortho.fa.aln-cln_gene92.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",86,0.015553307
cluster1929rr.1to1ortho.fa.aln-cln_gene1034.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",67.1,0.009018274
cluster1935rr.1to1ortho.fa.aln-cln_gene794.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",41.6,0.018853765
cluster1953rr.1to1ortho.fa.aln-cln_gene719.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",89.9,0.008744673
cluster1957rr.1to1ortho.fa.aln-cln_gene578.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",4,0.002738913
cluster2002rr.1to1ortho.fa.aln-cln_gene738.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",94.6,0.015999529
cluster2005rr.1to1ortho.fa.aln-cln_gene71.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",88.4,0.012034898
cluster2025rr.1to1ortho.fa.aln-cln_gene721.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",81.7,0.008987141
cluster2027rr.1to1ortho.fa.aln-cln_gene479.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",76.6,0.011171299
cluster2028rr.1to1ortho.fa.aln-cln_gene748.fa.treefile.rr,8,"['0.009370909', '42.1', 'Neam', 'NepSFB', 'DrolusSFB', 'MJM2940']",concordant,"['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']","['NepSFB', 'Neam', 'MJM2940', 'DrolusSFB']",89,0.018211753
